gps_code,iata_code,name,type,ident,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,id,iso_region,municipality,scheduled_service,local_code,home_link,wikipedia_link,keywords
ZBCZ,CIH,Changzhi Wangcun Airport,small_airport,ZBCZ,36.247501,113.125999,,AS,CN,30830,CN-14,Changzhi,yes,,,https://en.wikipedia.org/wiki/Changzhi_Wangcun_Airport,
SLCO,CIJ,Capitán Aníbal Arab Airport,medium_airport,SLCO,-11.0403995514,-68.7829971313,889,SA,BO,6182,BO-N,Cobija,yes,,,https://en.wikipedia.org/wiki/Cap._Anibal_Arab_Airport,
PACI,CIK,Chalkyitsik Airport,small_airport,PACI,66.644997,-143.740005,544,NA,US,16714,US-AK,Chalkyitsik,yes,CIK,,https://en.wikipedia.org/wiki/Chalkyitsik_Airport,
FLCP,CIP,Chipata Airport,small_airport,FLCP,-13.5583000183105,32.5872001647949,3360,AF,ZM,29781,ZM-03,Chipata,yes,,,https://en.wikipedia.org/wiki/Chipata_Airport,
UAII,CIT,Shymkent Airport,medium_airport,UAII,42.364200592041,69.4788970947266,1385,AS,KZ,6429,KZ-YUZ,Shymkent,yes,,,https://en.wikipedia.org/wiki/Shymkent_Airport,"Chimkent Airport, Аэропорт Шымкент, Аэропорт Чимкент"
KCIU,CIU,Chippewa County International Airport,medium_airport,KCIU,46.247707,-84.471379,800,NA,US,3452,US-MI,Kincheloe,yes,CIU,,https://en.wikipedia.org/wiki/Chippewa_County_International_Airport,"Sault Sainte Marie, Sault Ste Marie"
TVSC,CIW,Canouan Airport,medium_airport,TVSC,12.699,-61.3424,11,NA,VC,6413,VC-06,Canouan,yes,,,https://en.wikipedia.org/wiki/Canouan_Airport,
SPHI,CIX,Air Force Captain Jose A Quinones Gonzales International Airport,medium_airport,SPHI,-6.78748,-79.828102,97,SA,PE,6213,PE-LAM,Chiclayo,yes,,,https://en.wikipedia.org/wiki/Cap._FAP_Jos%C3%A9_A._Qui%C3%B1ones_Gonzales_International_Airport,
LICB,CIY,Comiso Airport,medium_airport,LICB,36.99583,14.60889,756,EU,IT,298716,IT-82,Comiso,yes,RG06,http://www.aeroportodicomiso.it/,https://en.wikipedia.org/wiki/Comiso_Airport,"Vincenzo Magliocco Airport, Aeroporto di Comiso"
SPJR,CJA,Mayor General FAP Armando Revoredo Iglesias Airport,medium_airport,SPJR,-7.13918018341064,-78.4894027709961,8781,SA,PE,6223,PE-CAJ,Cajamarca,yes,,,https://en.wikipedia.org/wiki/My._Gral._FAP._Armando_Revoredo_Iglesias_Airport,
VOCB,CJB,Coimbatore International Airport,medium_airport,VOCB,11.029999733,77.0434036255,1324,AS,IN,26607,IN-TN,Coimbatore,yes,,http://www.airportsindia.org.in/allAirports/coimbatore_generalinfo.jsp,https://en.wikipedia.org/wiki/Coimbatore_Airport,
SCCF,CJC,El Loa Airport,medium_airport,SCCF,-22.498199,-68.903603,7543,SA,CL,6007,CL-AN,Calama,yes,,,https://en.wikipedia.org/wiki/El_Loa_Airport,
RKTU,CJJ,Cheongju International Airport/Cheongju Air Base (K-59/G-513),medium_airport,RKTU,36.717008,127.498741,191,AS,KR,5663,KR-43,Cheongju,yes,,http://cheongju.airport.co.kr/doc/cheongju_eng/,https://en.wikipedia.org/wiki/Cheongju_Airport,
OPCH,CJL,Chitral Airport,medium_airport,OPCH,35.886213,71.799922,4920,AS,PK,5248,PK-KP,Chitral,yes,,,https://en.wikipedia.org/wiki/Chitral_Airport,
VTSE,CJM,Chumphon Airport,medium_airport,VTSE,10.7112,99.361702,18,AS,TH,26667,TH-86,Chumphon,yes,,,https://en.wikipedia.org/wiki/Chumphon_Airport,
WICN,CJN,Nusawiru Airport,small_airport,WI1A,-7.719895,108.488995,16,AS,ID,3272,ID-JB,Cijulang,yes,WI1A,,https://en.wikipedia.org/wiki/Cijulang_Nusawiru_Airport,
MMCS,CJS,Abraham González International Airport,medium_airport,MMCS,31.636100769043,-106.429000854492,3904,NA,MX,4701,MX-CHH,Ciudad Juárez,yes,,,https://en.wikipedia.org/wiki/Abraham_Gonz%C3%A1lez_International_Airport,
RKPC,CJU,Jeju International Airport,large_airport,RKPC,33.512058,126.492548,118,AS,KR,5639,KR-49,Jeju City,yes,,https://www.airport.co.kr/jejueng/index.do,https://en.wikipedia.org/wiki/Jeju_International_Airport,
SJZA,CJZ,Pedro Vieira Moreira Airport,small_airport,BR-0263,-6.8827,-38.61583,1099,SA,BR,323824,BR-PB,Cajazeiras,yes,PB0004,,https://en.wikipedia.org/wiki/Cajazeiras_Airport,
KCKB,CKB,North Central West Virginia Airport,medium_airport,KCKB,39.2966,-80.228104,1217,NA,US,3453,US-WV,Bridgeport,yes,CKB,,https://en.wikipedia.org/wiki/Harrison/Marion_Regional_Airport,
PACJ,CKD,Crooked Creek Airport,small_airport,CJX,61.870315,-158.137636,178,NA,US,16716,US-AK,Crooked Creek,yes,CJX,,https://en.wikipedia.org/wiki/Crooked_Creek_Airport,
ZUCK,CKG,Chongqing Jiangbei International Airport,large_airport,ZUCK,29.712254,106.651895,1365,AS,CN,27228,CN-50,Chongqing,yes,,,https://en.wikipedia.org/wiki/Chongqing_Jiangbei_International_Airport,
UESO,CKH,Chokurdakh Airport,medium_airport,UESO,70.6231,147.901993,151,AS,RU,32514,RU-SA,Chokurdah,yes,,,https://en.wikipedia.org/wiki/Chokurdakh_Airport,"Chokurdah Airport, Cokurdah Airport, Аэропорт Чокурдах"
SBCJ,CKS,Carajás Airport,medium_airport,SBCJ,-6.117841,-50.003372,2064,SA,BR,5886,BR-PA,Parauapebas,yes,PA0006,http://www.infraero.gov.br/index.php/us/airports/para/carajas-airport.html,https://en.wikipedia.org/wiki/Caraj%C3%A1s_Airport,
YCHK,CKW,Christmas Creek Airport,small_airport,YCHK,-22.3543,119.6426,1462,OC,AU,315620,AU-WA,Christmas Creek Mine,yes,,,https://en.wikipedia.org/wiki/Graeme_Rowley_Aerodrome,Graeme Rowley Aerodrome
CKX,CKX,Chicken Airport,small_airport,CKX,64.066495,-141.951342,1640,NA,US,16718,US-AK,Chicken,yes,CKX,,https://en.wikipedia.org/wiki/Chicken_Airport,
GUCY,CKY,Conakry International Airport,medium_airport,GUCY,9.57689,-13.612,72,AF,GN,3146,GN-C,Conakry,yes,,http://www.aeroport-conakry.com/aeroport_international_de_conakry.php,https://en.wikipedia.org/wiki/Conakry_International_Airport,Gbessia International Airport
LTBH,CKZ,Çanakkale Airport,medium_airport,LTBH,40.1376991272,26.4267997742,23,AS,TR,4531,TR-17,Çanakkale,yes,,,https://en.wikipedia.org/wiki/%C3%87anakkale_Airport,
KCRQ,CLD,McClellan-Palomar Airport,medium_airport,KCRQ,33.1283,-117.279999,331,NA,US,19552,US-CA,Carlsbad,yes,CRQ,,https://en.wikipedia.org/wiki/McClellan-Palomar_Airport,
KCLE,CLE,Cleveland Hopkins International Airport,large_airport,KCLE,41.411701,-81.8498,791,NA,US,3454,US-OH,Cleveland,yes,CLE,http://www.clevelandairport.com/,https://en.wikipedia.org/wiki/Cleveland_Hopkins_International_Airport,
LRCL,CLJ,Cluj Avram Iancu International Airport,medium_airport,LRCL,46.787425,23.684292,1039,EU,RO,4476,RO-CJ,Cluj-Napoca,yes,,http://www.airportcluj.ro/,https://en.wikipedia.org/wiki/Cluj_International_Airport,Someşeni Airport
KCLL,CLL,Easterwood Field,medium_airport,KCLL,30.58860016,-96.36380005,320,NA,US,3455,US-TX,College Station,yes,CLL,,https://en.wikipedia.org/wiki/Easterwood_Airport,
SKCL,CLO,Alfonso Bonilla Aragon International Airport,medium_airport,SKCL,3.54322,-76.3816,3162,SA,CO,6110,CO-VAC,Cali,yes,CLO,https://www.aerocali.com.co/,https://en.wikipedia.org/wiki/Alfonso_Bonilla_Arag%C3%B3n_International_Airport,"Palmaseca International, 02-20"
PFCL,CLP,Clarks Point Airport,small_airport,PFCL,58.833698,-158.529007,80,NA,US,16820,US-AK,Clarks Point,yes,CLP,,https://en.wikipedia.org/wiki/Clarks_Point_Airport,
MMIA,CLQ,Licenciado Miguel de la Madrid International Airport,medium_airport,MMIA,19.277,-103.577002,2467,NA,MX,4714,MX-COL,Colima,yes,COL,,https://en.wikipedia.org/wiki/Lic._Miguel_de_la_Madrid_Airport,"Aeropuerto Internacional Licenciado Miguel de la Madrid, Colima Airport"
KCLT,CLT,Charlotte Douglas International Airport,large_airport,KCLT,35.2140007019043,-80.9430999755859,748,NA,US,3457,US-NC,Charlotte,yes,CLT,http://www.charlotteairport.com/,https://en.wikipedia.org/wiki/Charlotte/Douglas_International_Airport,
SBCN,CLV,Nelson Ribeiro Guimarães Airport,small_airport,SBCN,-17.725096,-48.606324,2307,SA,BR,35414,BR-GO,Caldas Novas,yes,GO0003,,https://en.wikipedia.org/wiki/Caldas_Novas_Airport,"SWKN, Caldas Novas Airport"
LFKC,CLY,Calvi-Sainte-Catherine Airport,medium_airport,LFKC,42.524444,8.793056,209,EU,FR,4124,FR-COR,Calvi/Sainte-Catherine,yes,,http://calvi.aeroport.fr/en/,https://en.wikipedia.org/wiki/Calvi_-_Sainte-Catherine_Airport,
YCMU,CMA,Cunnamulla Airport,medium_airport,YCMU,-28.0300006866455,145.621994018555,630,OC,AU,26957,AU-QLD,,yes,,,https://en.wikipedia.org/wiki/Cunnamulla_Airport,
VCBI,CMB,Bandaranaike International Colombo Airport,large_airport,VCBI,7.1807599067688,79.8841018676758,30,AS,LK,26463,LK-1,Colombo,yes,,http://www.airport.lk/,https://en.wikipedia.org/wiki/Bandaranaike_International_Airport,"RAF Negombo, Katunayake International Airport"
MMCE,CME,Ciudad del Carmen International Airport,medium_airport,MMCE,18.6536998748779,-91.7990036010742,10,NA,MX,4694,MX-CAM,Ciudad del Carmen,yes,,,https://en.wikipedia.org/wiki/Ciudad_del_Carmen_International_Airport,
LFLB,CMF,Chambéry Savoie Mont Blanc Airport,medium_airport,LFLB,45.6381,5.88023,779,EU,FR,4131,FR-ARA,Viviers-du-Lac,yes,,https://www.chambery-airport.com/en,https://en.wikipedia.org/wiki/Chamb%C3%A9ry_Airport,
SBCR,CMG,Corumbá International Airport,medium_airport,SBCR,-19.01193,-57.672772,463,SA,BR,5890,BR-MS,Corumbá,yes,MS0009,,https://en.wikipedia.org/wiki/Corumb%C3%A1_International_Airport,
KCMH,CMH,John Glenn Columbus International Airport,large_airport,KCMH,39.998001,-82.891899,815,NA,US,3458,US-OH,Columbus,yes,CMH,https://flycolumbus.com/,https://en.wikipedia.org/wiki/Port_Columbus_International_Airport,
KCMI,CMI,University of Illinois Willard Airport,medium_airport,KCMI,40.039819,-88.276249,755,NA,US,3459,US-IL,Savoy,yes,CMI,,https://en.wikipedia.org/wiki/University_of_Illinois_Willard_Airport,"Champaign, Urbana"
GMMN,CMN,Mohammed V International Airport,large_airport,GMMN,33.3675,-7.58997,656,AF,MA,3113,MA-CAS,Casablanca,yes,,http://www.onda.ma/ONDA/Fr/Espaces/EspacePassagers/LeReseauAeroportuaireONDA/Lesaeroports/Fiches+d%E2%80%99identit%C3%A9+par+a%C,https://en.wikipedia.org/wiki/Mohammed_V_International_Airport,"CAS, Casabianca, Nouasseur"
AYCH,CMU,Chimbu Airport,medium_airport,AYCH,-6.02429008483887,144.970993041992,4974,OC,PG,54,PG-CPK,Kundiawa,yes,,,https://en.wikipedia.org/wiki/Chimbu_Airport,
MUCM,CMW,Ignacio Agramonte International Airport,medium_airport,MUCM,21.4202995300293,-77.8475036621094,413,NA,CU,4834,CU-09,Camaguey,yes,,,https://en.wikipedia.org/wiki/Ignacio_Agramonte_International_Airport,
KCMX,CMX,Houghton County Memorial Airport,medium_airport,KCMX,47.168399810791,-88.4890975952148,1095,NA,US,3460,US-MI,Hancock,yes,CMX,,https://en.wikipedia.org/wiki/Houghton_County_Memorial_Airport,
YCNM,CNB,Coonamble Airport,medium_airport,YCNM,-30.980946,148.377833,604,OC,AU,26959,AU-NSW,,yes,,,https://en.wikipedia.org/wiki/Coonamble_Airport,
YCCT,CNC,Coconut Island Airport,small_airport,YCCT,-10.05,143.070007,3,OC,AU,27444,AU-QLD,,yes,,,https://en.wikipedia.org/wiki/Coconut_Island_Airport,
LRCK,CND,Mihail Kogălniceanu International Airport,medium_airport,LRCK,44.362202,28.4883,353,EU,RO,4475,RO-CT,Mihail Kogălniceanu,yes,,,https://en.wikipedia.org/wiki/Mihail_Kog%C4%83lniceanu_International_Airport,"Constanța, Mihail Kogalniceanu, RoAF 57th Air Base"
SBCF,CNF,Tancredo Neves International Airport,large_airport,SBCF,-19.63571,-43.966928,2721,SA,BR,5882,BR-MG,Belo Horizonte,yes,MG0001,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=207,https://en.wikipedia.org/wiki/Tancredo_Neves_International_Airport,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=207
ZYCH,CNI,Changhai Airport,medium_airport,ZYCH,39.266667,122.666944,80,AS,CN,300858,CN-21,Dalian (Changhai),yes,,,https://en.wikipedia.org/wiki/Changhai_Airport,
YCCY,CNJ,Cloncurry Airport,medium_airport,YCCY,-20.6686000824,140.503997803,616,OC,AU,26948,AU-QLD,Cloncurry,yes,,,https://en.wikipedia.org/wiki/Cloncurry_Airport,
EKSN,CNL,Sindal Airport,medium_airport,EKSN,57.503502,10.2294,92,EU,DK,2554,DK-81,Sindal,yes,,http://www.eksn.dk/,https://en.wikipedia.org/wiki/Sindal_Airport,
KCNM,CNM,Cavern City Air Terminal,medium_airport,KCNM,32.3375015258789,-104.263000488281,3295,NA,US,3461,US-NM,Carlsbad,yes,CNM,,https://en.wikipedia.org/wiki/Cavern_City_Air_Terminal,
VOKN,CNN,Kannur International Airport,medium_airport,VOKN,11.918614,75.547211,330,AS,IN,329504,IN-KL,Kannur,yes,,,https://en.wikipedia.org/wiki/Kannur_International_Airport,
BGCO,CNP,Neerlerit Inaat Airport,small_airport,BGCO,70.743103,-22.650499,45,NA,GL,30839,GL-SE,Neerlerit Inaat,yes,,,https://en.wikipedia.org/wiki/Nerlerit_Inaat_Airport,"Constable Point, Mittarfik Nerlerit Inaat, Constable Pynt Lufthavn"
SARC,CNQ,Corrientes Airport,medium_airport,SARC,-27.4455,-58.7619,202,SA,AR,5803,AR-W,Corrientes,yes,CRR,,https://en.wikipedia.org/wiki/Doctor_Fernando_Piragine_Niveyro_International_Airport,
YBCS,CNS,Cairns International Airport,medium_airport,YBCS,-16.885799408,145.755004883,10,OC,AU,26904,AU-QLD,Cairns,yes,,,https://en.wikipedia.org/wiki/Cairns_International_Airport,
VTCC,CNX,Chiang Mai International Airport,large_airport,VTCC,18.7667999268,98.962600708,1036,AS,TH,26647,TH-50,Chiang Mai,yes,,,https://en.wikipedia.org/wiki/Chiang_Mai_International_Airport,
KCNY,CNY,Canyonlands Regional Airport,medium_airport,KCNY,38.755001,-109.754997,4557,NA,US,19529,US-UT,Moab,yes,CNY,https://www.grandcountyutah.net/263/Airport,https://en.wikipedia.org/wiki/Canyonlands_Field,
KCOD,COD,Yellowstone Regional Airport,medium_airport,KCOD,44.520199,-109.024002,5102,NA,US,19530,US-WY,Cody,yes,COD,http://www.flyyra.com/,https://en.wikipedia.org/wiki/Yellowstone_Regional_Airport,
VOCI,COK,Cochin International Airport,large_airport,VOCI,10.152,76.401901,30,AS,IN,26609,IN-KL,Kochi,yes,,http://www.cial.aero/,https://en.wikipedia.org/wiki/Cochin_International_Airport,Cochin
DBBB,COO,Cadjehoun Airport,medium_airport,DBBB,6.3572301864624,2.38435006141663,19,AF,BJ,2087,BJ-AQ,Cotonou,yes,,,https://en.wikipedia.org/wiki/Cadjehoun_Airport,
SACO,COR,Ingeniero Ambrosio Taravella Airport,medium_airport,SACO,-31.323601,-64.208,1604,SA,AR,5773,AR-X,Cordoba,yes,CBA,,https://en.wikipedia.org/wiki/Ingeniero_Ambrosio_L.V._Taravella_International_Airport,
KCOS,COS,City of Colorado Springs Municipal Airport,medium_airport,KCOS,38.805801,-104.700996,6187,NA,US,3463,US-CO,Colorado Springs,yes,COS,https://flycos.coloradosprings.gov/,https://en.wikipedia.org/wiki/Colorado_Springs_Airport,
KCOU,COU,Columbia Regional Airport,medium_airport,KCOU,38.8181,-92.219597,889,NA,US,3464,US-MO,Columbia,yes,COU,,https://en.wikipedia.org/wiki/Columbia_Regional_Airport,
SAZY,CPC,Aviador C. Campos Airport,medium_airport,SAZY,-40.075401,-71.137299,2569,SA,AR,5856,AR-Q,Chapelco/San Martin de los Andes,yes,CHP,,https://en.wikipedia.org/wiki/Aviador_Carlos_Campos_Airport,
YCBP,CPD,Coober Pedy Airport,medium_airport,YCBP,-29.038312,134.722166,740,OC,AU,26946,AU-SA,Coober Pedy,yes,,,https://en.wikipedia.org/wiki/Coober_Pedy_Airport,
MMCP,CPE,Ingeniero Alberto Acuña Ongay International Airport,medium_airport,MMCP,19.8167991638,-90.5002975464,34,NA,MX,4700,MX-CAM,Campeche,yes,,,https://en.wikipedia.org/wiki/Ing._Alberto_Acu%C3%B1a_Ongay_International_Airport,
EKCH,CPH,Copenhagen Kastrup Airport,large_airport,EKCH,55.617900848389,12.656000137329,17,EU,DK,2542,DK-84,Copenhagen,yes,,http://www.cph.dk/en/,https://en.wikipedia.org/wiki/Copenhagen_Airport,"København, Malmö"
SCAT,CPO,Desierto de Atacama Airport,medium_airport,SCAT,-27.2611999512,-70.7791976929,670,SA,CL,6002,CL-AT,Copiapo,yes,,,https://en.wikipedia.org/wiki/Desierto_de_Atacama_Airport,
KCPR,CPR,Casper-Natrona County International Airport,medium_airport,KCPR,42.908001,-106.463997,5350,NA,US,3465,US-WY,Casper,yes,CPR,,https://en.wikipedia.org/wiki/Natrona_County_International_Airport,
FACT,CPT,Cape Town International Airport,large_airport,FACT,-33.9648017883,18.6016998291,151,AF,ZA,2775,ZA-WC,Cape Town,yes,,http://www.airports.co.za/home.asp?pid=229,https://en.wikipedia.org/wiki/Cape_Town_International_Airport,"Kaapstad Internasionale Lughawe, CTIA, DF Malan Airport"
SBKG,CPV,Presidente João Suassuna Airport,medium_airport,SBKG,-7.269662,-35.896057,1646,SA,BR,5926,BR-PB,Campina Grande,yes,PB0003,https://www.aenabrasil.com.br/pt/aeroportos/aeroporto-de-campina-grande-presidente-joao-suassuna/index.html,https://en.wikipedia.org/wiki/Campina_Grande_Airport,
TJCP,CPX,Benjamin Rivera Noriega Airport,medium_airport,TJCP,18.312954,-65.303893,49,NA,PR,42320,PR-U-A,Culebra,yes,CPX,,https://en.wikipedia.org/wiki/Benjam%C3%ADn_Rivera_Noriega_Airport,Culebra Airport
ZUWL,CQW,Chongqing Xiannüshan Airport,medium_airport,ZUWL,29.465658,107.693664,1747,AS,CN,350117,CN-50,Wulong,yes,,,https://en.wikipedia.org/wiki/Chongqing_Xiannüshan_Airport,
LRCV,CRA,Craiova International Airport,medium_airport,LRCV,44.3181,23.888599,626,EU,RO,4479,RO-DJ,Craiova,yes,,http://www.aeroportcraiova.ro/,https://en.wikipedia.org/wiki/Craiova_International_Airport,
SAVC,CRD,General E. Mosconi Airport,medium_airport,SAVC,-45.7853,-67.4655,189,SA,AR,5822,AR-U,Comodoro Rivadavia,yes,CRV,,https://en.wikipedia.org/wiki/General_Enrique_Mosconi_International_Airport,
MYCI,CRI,Colonel Hill Airport,medium_airport,MYCI,22.7456,-74.182404,5,NA,BS,4938,BS-CK,Colonel Hill,yes,,,https://en.wikipedia.org/wiki/Colonial_Hill_Airport,Crooked Island Airport
RPLC,CRK,Clark International Airport / Clark Air Base,medium_airport,RPLC,15.186,120.559998,484,AS,PH,5687,PH-PAM,Mabalacat,yes,,http://www.clarkairport.com/,https://en.wikipedia.org/wiki/Clark_International_Airport,"Diosdado Macapagal International Airport, Paliparang Pandaigdig ng Diosdado Macapagal, Pangyatung Sulapawan ning Clark, Paliparang Pandaigdig ng Clark"
EBCI,CRL,Brussels South Charleroi Airport,medium_airport,EBCI,50.460982,4.457158,614,EU,BE,2157,BE-WHT,Charleroi,yes,,http://www.charleroi-airport.com/doc.php?nd=o29&tid=29&lg=2&docid=1&site=1,https://en.wikipedia.org/wiki/Brussels_South_Charleroi_Airport,Gosselies Airport
RPVF,CRM,Catarman National Airport,medium_airport,RPVF,12.50161,124.635258,6,AS,PH,5737,PH-NSA,Catarman,yes,,,https://en.wikipedia.org/wiki/Catarman_National_Airport,
KCRP,CRP,Corpus Christi International Airport,medium_airport,KCRP,27.770399,-97.501198,44,NA,US,3466,US-TX,Corpus Christi,yes,CRP,,https://en.wikipedia.org/wiki/Corpus_Christi_International_Airport,
TGPZ,CRU,Lauriston Airport,small_airport,TGPZ,12.4761,-61.472801,5,NA,GD,30852,GD-PA,Carriacou Island,yes,,,https://en.wikipedia.org/wiki/Lauriston_Airport,
LIBC,CRV,Crotone Sant'Anna Pythagoras Airport,medium_airport,LIBC,38.9972,17.0802,522,EU,IT,4309,IT-78,Isola di Capo Rizzuto (KR),yes,KR01,http://www.aeroporto.kr.it/cartaservizi_eng.asp,https://en.wikipedia.org/wiki/Crotone_Airport,Sant'Anna Airport
KCRW,CRW,Yeager Airport,medium_airport,KCRW,38.3731,-81.593201,981,NA,US,3467,US-WV,Charleston,yes,CRW,,https://en.wikipedia.org/wiki/Yeager_Airport,
UTAV,CRZ,Türkmenabat International Airport,medium_airport,UTAV,38.930662,63.563982,649,AS,TM,26384,TM-L,Türkmenabat,yes,,,https://en.wikipedia.org/wiki/Turkmenabat_International_Airport,"Turkmenabad Airport, Chardzhou Airport, Аэропорт Туркменабат, Аэропорт Туркменабад , Аэропорт Чарджоу, چهارجوی"
KCSG,CSG,Columbus Metropolitan Airport,medium_airport,KCSG,32.516300201416,-84.9389038085938,397,NA,US,3468,US-GA,Columbus,yes,CSG,,https://en.wikipedia.org/wiki/Columbus_Metropolitan_Airport,
ULAS,CSH,Solovki Airport,small_airport,ULAS,65.029999,35.733334,60,EU,RU,42918,RU-ARK,Solovetsky Islands,yes,,,https://en.wikipedia.org/wiki/Solovki_Airport,"Аэропорт Соловки, УЛАС"
GOGS,CSK,Cap Skirring Airport,medium_airport,GOGS,12.39533,-16.748,52,AF,SN,3123,SN-ZG,Cap Skirring,yes,,,https://en.wikipedia.org/wiki/Cap_Skirring_Airport,
ZGHA,CSX,Changsha Huanghua International Airport,large_airport,ZGHA,28.189199,113.220001,217,AS,CN,27195,CN-43,Changsha (Changsha),yes,,,https://en.wikipedia.org/wiki/Changsha_Huanghua_International_Airport,长沙黄花国际机场
UWKS,CSY,Cheboksary Airport,medium_airport,UWKS,56.0903015136719,47.3473014831543,558,EU,RU,26406,RU-CU,Cheboksary,yes,,,https://en.wikipedia.org/wiki/Cheboksary_Airport,
LICC,CTA,Catania-Fontanarossa Airport,large_airport,LICC,37.466801,15.0664,39,EU,IT,4318,IT-82,Catania,yes,CT03,http://www.aeroporto.catania.it/,https://en.wikipedia.org/wiki/Catania-Fontanarossa_Airport,"Lanza Di Trabie, Catania-Fontanarossa Vincenzo Bellini"
SANC,CTC,Coronel Felipe Varela International Airport,medium_airport,SANC,-28.593117,-65.7512,1522,SA,AR,5789,AR-K,Catamarca,yes,CAT,,https://en.wikipedia.org/wiki/Coronel_Felipe_Varela_International_Airport,
MPCE,CTD,Alonso Valderrama Airport,medium_airport,MPCE,7.98784,-80.409837,33,NA,PA,4787,PA-6,Chitré,yes,,,https://en.wikipedia.org/wiki/Chitré_Alonso_Valderrama_Airport,
SKCG,CTG,Rafael Nuñez International Airport,medium_airport,SKCG,10.4424,-75.513,4,SA,CO,6109,CO-BOL,Cartagena,yes,CTG,,https://en.wikipedia.org/wiki/Rafael_N%C3%BA%C3%B1ez_International_Airport,
YBCV,CTL,Charleville Airport,medium_airport,YBCV,-26.4132995605,146.261993408,1003,OC,AU,26905,AU-QLD,Charleville,yes,,,https://en.wikipedia.org/wiki/Charleville_Airport,
MMCM,CTM,Chetumal International Airport,medium_airport,MMCM,18.504985,-88.328018,39,NA,MX,4698,MX-ROO,Chetumal,yes,,http://chetumal.asa.gob.mx/wb/webasa/chetumal_aeropuertos,https://en.wikipedia.org/wiki/Chetumal_International_Airport,Aeropuerto Internacional de Chetumal
YCKN,CTN,Cooktown Airport,medium_airport,YCKN,-15.443649,145.183221,26,OC,AU,26955,AU-QLD,,yes,,,https://en.wikipedia.org/wiki/Cooktown_Airport,
RJCC,CTS,New Chitose Airport,large_airport,RJCC,42.7752,141.692001,82,AS,JP,5544,JP-01,Sapporo,yes,,http://www.new-chitose-airport.jp/language/english/,https://en.wikipedia.org/wiki/New_Chitose_Airport,
ZUUU,CTU,Chengdu Shuangliu International Airport,large_airport,ZUUU,30.558257,103.945966,1625,AS,CN,27230,CN-51,Chengdu (Shuangliu),yes,,http://www.cdairport.com/cdairport/en_front/index.jsp,https://en.wikipedia.org/wiki/Chengdu_Shuangliu_International_Airport,成都双流国际机场
MMDA,CUA,Ciudad Constitución National Airport,small_airport,MMDA,25.053801,-111.614998,213,NA,MX,30860,MX-BCS,Comondú,yes,CCB,,https://en.wikipedia.org/wiki/Ciudad_Constituci%C3%B3n_Airport,"MM71, Cap. Jaime Emilio Real Cossio"
SKCC,CUC,Camilo Daza International Airport,medium_airport,SKCC,7.92757,-72.5115,1096,SA,CO,6108,CO-NSA,Cúcuta,yes,CUC,,https://en.wikipedia.org/wiki/Camilo_Daza_International_Airport,
SECU,CUE,Mariscal Lamar Airport,medium_airport,SECU,-2.88947,-78.984398,8306,SA,EC,6054,EC-A,Cuenca,yes,,,https://en.wikipedia.org/wiki/Mariscal_Lamar_International_Airport,
